gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary
Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.64,646.74,No,0
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.71,80.71,No,0
Female,0,No,Yes,21,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.86,1130.19,No,0
Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.03,361.04,Yes,1
Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,73.88,5307.59,No,0
Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.74,411.99,No,0
Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.42,2104.48,No,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.74,212.48,No,0
Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,70.99,74.9,No,0
Male,1,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),62.33,821.84,No,0
Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,94.09,2894.77,No,0
Female,1,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,97.51,1467.17,No,0
Male,1,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.84,785.14,No,0
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.77,826.77,Yes,1
Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.03,2979.04,No,0
Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.53,51.52,No,0
Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,98.39,4808.93,Yes,1
Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.62,2221.61,Yes,1
Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.96,954.25,No,0
Male,0,No,Yes,18,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.53,1440.17,No,0
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),87.15,6283.21,No,0
Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.46,77.78,No,0
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.12,238.7,No,0
Female,1,Yes,No,17,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.0,1177.8,Yes,1
Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.96,1037.33,No,0
Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.93,2072.93,No,0
Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.18,831.22,No,0
Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,94.89,2289.51,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.43,85.77,No,0
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.9,2239.1,No,0
Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,79.41,3878.79,No,0
Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.73,296.39,No,0
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),89.15,2055.14,No,0
Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),47.06,133.24,No,0
Male,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),73.31,4035.99,No,0
Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.29,1700.91,No,0
Female,1,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,88.46,886.24,No,0
Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.25,474.52,No,0
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,30.74,Yes,1
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,160.96,No,0
Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.89,131.32,Yes,1
Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.41,65.03,No,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),89.59,6461.32,No,0
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.04,513.82,Yes,1
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,80.11,4976.66,No,0
Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),58.01,1445.29,No,0
Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),77.97,3192.84,No,0
Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),53.37,38.48,No,0
Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),49.98,98.62,No,0
Male,0,No,Yes,72,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),44.32,3182.27,No,0
Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.54,2453.59,Yes,1
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),79.62,85.17,Yes,1
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.34,5192.92,Yes,1
Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.45,419.3,Yes,1
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.42,91.51,Yes,1
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.59,431.19,Yes,1
Male,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,59.07,1526.04,No,0
Male,1,No,No,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.26,3446.71,Yes,1
Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.07,3009.11,No,0
Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.59,1448.56,No,0
Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,79.01,1508.45,No,0
Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.22,1548.59,No,0
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.96,327.63,Yes,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),66.84,156.17,Yes,1
Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,81.57,97.61,No,0
Male,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.71,156.0,Yes,1
Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.53,1943.03,No,0
Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.8,4602.55,No,0
Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.17,203.62,No,0
Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.03,1089.48,No,0
Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.17,853.1,Yes,1
Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.0,245.55,No,0
Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.62,781.48,No,0
Male,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),59.31,4086.87,No,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,87.46,6291.69,No,0
Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.63,509.95,Yes,1
Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,78.94,5668.12,No,0
Female,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),16.89,1208.08,No,0
Female,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),66.72,1938.75,No,0
Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.1,156.21,Yes,1
Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,66.7,1331.18,No,0
Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,63.46,698.29,No,0
Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),68.69,747.78,No,0
Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.32,374.37,No,0
Female,1,Yes,No,59,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),49.27,2903.58,No,0
Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),80.91,1384.42,No,0
Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.79,991.47,No,0
Female,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,61.72,2296.51,No,0
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.29,1116.65,No,0
Male,0,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),45.89,2961.71,No,0
Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.54,123.88,Yes,1
Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.92,315.21,No,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,97.79,7044.62,Yes,1
Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),89.22,1787.55,No,0
Male,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.98,700.23,No,0
Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,56.92,4114.47,No,0
Female,0,No,Yes,30,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.24,2080.4,No,0
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.1,99.75,No,0
Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,78.73,160.46,Yes,1
Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.34,19.39,No,0
Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,93.36,1122.4,No,0
Male,0,Yes,No,46,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,86.76,3985.73,No,0
Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),58.23,930.33,No,0
Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.23,1255.59,No,0
Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.5,784.89,No,0
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),64.59,635.2,No,0
Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),98.19,5309.15,No,0
Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,58.7,61.12,No,0
Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.7,38.29,No,0
Female,0,No,No,72,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.77,5529.69,No,0
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.39,166.31,No,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.04,33.73,Yes,1
Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,59.88,597.57,No,0
Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),95.94,478.31,No,0
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.94,1017.29,No,0
Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.49,678.07,No,0
Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.73,1461.36,No,0
Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),72.85,159.37,No,0
Male,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.58,320.52,Yes,1
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,15.16,416.45,No,0
Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.7,162.8,No,0
Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.5,4059.35,Yes,1
Female,1,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,49.07,49.17,Yes,1
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.36,116.1,No,0
Male,1,No,No,16,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.3,1587.67,No,0
Male,1,No,Yes,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,65.03,206.63,No,0
Female,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.94,124.19,Yes,1
Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.44,419.5,Yes,1
Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.56,62.07,Yes,1
Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.48,784.27,No,0
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.22,174.39,Yes,1
Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.2,1092.58,No,0
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,84.07,6077.34,Yes,1
Male,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.54,92.18,Yes,1
Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),84.12,2691.25,Yes,1
Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.51,154.29,No,0
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.3,5992.39,No,0
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.77,3080.1,No,0
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.66,553.45,No,0
Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),84.49,1851.51,Yes,1
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.58,783.9,No,0
Male,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),90.52,562.04,No,0
Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.39,1411.35,Yes,1
Female,1,No,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,56.58,1423.04,No,0
Male,1,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.09,1300.39,No,0
Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.37,1897.17,No,0
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),91.51,1452.03,No,0
Male,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),57.31,741.93,Yes,1
Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,50.98,2494.33,Yes,1
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),79.99,1662.82,No,0
Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,84.44,1175.74,No,0
Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.28,252.19,No,0
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,98.82,1275.25,No,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.45,69.2,No,0
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.21,598.76,No,0
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.09,939.93,No,0
Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.36,1578.59,No,0
Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.55,67.19,Yes,1
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.84,289.06,No,0
Female,1,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,58.3,405.49,No,0
Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.16,991.73,Yes,1
Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),75.25,5424.83,No,0
Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.04,463.83,No,0
Female,0,No,Yes,59,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),57.07,3382.12,No,0
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.24,56.26,Yes,1
Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,78.22,2508.38,No,0
Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,102.01,4892.68,No,0
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.42,90.59,Yes,1
Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.12,205.36,No,0
Male,0,No,Yes,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,52.08,2843.66,No,0
Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),80.09,5753.83,No,0
Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.56,431.43,No,0
Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,65.79,2815.11,No,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),68.84,4958.21,No,0
Female,0,No,No,40,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.27,2180.31,No,0
Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.12,1066.33,No,0
Female,1,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.17,66.97,Yes,1
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,52.02,54.28,Yes,1
Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,51.42,160.54,Yes,1
Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.5,239.44,No,0
Female,1,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.15,125.25,No,0
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,1755.37,No,0
Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.79,1175.67,No,0
Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.13,1291.22,No,0
Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.92,211.03,Yes,1
Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.8,69.52,Yes,1
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,13.97,716.35,No,0
Female,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.29,2076.53,No,0
Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,47.44,232.77,Yes,1
